,Date Collected,Fandom,Count
0,2012-01-30,101 Dalmatian Street (Cartoon),0.0
1,2012-01-30,19天 - Old先 | 19 Days - Old Xian,0.0
2,2012-01-30,6teen (Cartoon),0.0
3,2012-01-30,Adventure Time,0.0
4,2012-01-30,The Adventures of Jimmy Neutron: Boy Genius,0.0
5,2012-01-30,The Adventures of Sam & Max: Freelance Police (Cartoon),0.0
6,2012-01-30,Adventures of the Galaxy Rangers,0.0
7,2012-01-30,Aladdin (Cartoon 1994),0.0
8,2012-01-30,All New X-Factor (Marvel Comics),0.0
9,2012-01-30,万圣街 | All Saints Street (Cartoon),0.0
10,2012-01-30,Alvin and the Chipmunks - All Media Types,0.0
11,2012-01-30,The Amazing World of Gumball,0.0
12,2012-01-30,American Dad!,0.0
13,2012-01-30,American Dragon: Jake Long,0.0
14,2012-01-30,Amphibia (Cartoon),0.0
15,2012-01-30,Angry Birds - All Media Types,0.0
16,2012-01-30,Animaniacs,0.0
17,2012-01-30,凹凸世界 | AOTU Shijie | AOTU World,0.0
18,2012-01-30,Aquaman (Comics),0.0
19,2012-01-30,Arcane: League of Legends (Cartoon 2021),0.0
20,2012-01-30,Archer (Cartoon),0.0
21,2012-01-30,Archie Comics,0.0
22,2012-01-30,Archie Comics & Related Fandoms,0.0
23,2012-01-30,Arthur (Cartoon),0.0
24,2012-01-30,Askewniverse,0.0
25,2012-01-30,Assassin's Creed - All Media Types,0.0
26,2012-01-30,Astérix le Gaulois | Asterix the Gaul & Related Fandoms,0.0
27,2012-01-30,The Authority (DC Comics),0.0
28,2012-01-30,Ava's Demon,0.0
29,2012-01-30,Avatar: Legend of Korra,0.0
30,2012-01-30,Avatar: The Last Airbender,951.0
31,2012-01-30,The Avengers - Ambiguous Fandom,1151.0
32,2012-01-30,Avengers (Comics),283.0
33,2012-01-30,The Avengers (Marvel) - All Media Types,1014.0
34,2012-01-30,Avengers Assemble (Cartoon),0.0
35,2012-01-30,Avengers: Earth's Mightiest Heroes,0.0
36,2012-01-30,Baby-Sitters Club (Graphic Novels),0.0
37,2012-01-30,Batgirl (Comics),0.0
38,2012-01-30,Batman - All Media Types,1328.0
39,2012-01-30,The Batman (Cartoon 2004),0.0
40,2012-01-30,Batman (Comics),654.0
41,2012-01-30,Batman and Robin (Comics),0.0
42,2012-01-30,Batman and the Signal (Comics),0.0
43,2012-01-30,Batman Beyond,0.0
44,2012-01-30,Batman: Arkham - All Media Types,0.0
45,2012-01-30,Batman: Arkham Knight Genesis (Comics),0.0
46,2012-01-30,Batman: The Animated Series,115.0
47,2012-01-30,Batman: The Brave and the Bold,0.0
48,2012-01-30,Batman: Under the Red Hood (2010),0.0
49,2012-01-30,Batman: Wayne Family Adventures (Webcomic),0.0
50,2012-01-30,Battle For Dream Island (Web Series),0.0
51,2012-01-30,Battle of the Planets (Cartoon),0.0
52,2012-01-30,Batwoman (Comics),0.0
53,2012-01-30,Beavis and Butt-head,0.0
54,2012-01-30,Beetlejuice (Cartoon 1989),0.0
55,2012-01-30,Ben 10 Series,0.0
56,2012-01-30,Big Hero 6: The Series (Cartoon),0.0
57,2012-01-30,Big Mouth (Cartoon),0.0
58,2012-01-30,Biker Mice From Mars,0.0
59,2012-01-30,Birds of Prey (Comic),0.0
60,2012-01-30,Black Canary (Comics),0.0
61,2012-01-30,Black Panther (Comics),0.0
62,2012-01-30,Black Widow (Comics),0.0
63,2012-01-30,Blade (Movies 1998 - 2004),0.0
64,2012-01-30,Blake et Mortimer | Blake and Mortimer,0.0
65,2012-01-30,Blaze and the Monster Machines,0.0
66,2012-01-30,Blood of Zeus (Cartoon),0.0
67,2012-01-30,Blue Beetle (Comics),0.0
68,2012-01-30,Bluey (Cartoon 2018),0.0
69,2012-01-30,Bob's Burgers (Cartoon),0.0
70,2012-01-30,BoBoiBoy (Cartoon),0.0
71,2012-01-30,BoJack Horseman,0.0
72,2012-01-30,The Boondocks,0.0
73,2012-01-30,Booster Gold (Comics),0.0
74,2012-01-30,The Borrowers - All Media Types,0.0
75,2012-01-30,The Boys (Comics),0.0
76,2012-01-30,Buffy the Vampire Slayer (Comics 1998),147.0
77,2012-01-30,Buzz Lightyear of Star Command (Cartoon),0.0
78,2012-01-30,Cable and Deadpool,0.0
79,2012-01-30,Calvin & Hobbes,0.0
80,2012-01-30,Camp Camp (Web Series),0.0
81,2012-01-30,Captain America - All Media Types,0.0
82,2012-01-30,Captain America (Comics),611.0
83,2012-01-30,Captain Marvel (Marvel Comics),0.0
84,2012-01-30,Captain Planet and the Planeteers,0.0
85,2012-01-30,Captain Scarlet - All Media Types,0.0
86,2012-01-30,Care Bears,0.0
87,2012-01-30,Carmen Sandiego (Cartoon 2019),0.0
88,2012-01-30,Castlevania (Cartoon 2017-2021),0.0
89,2012-01-30,Catwoman (Comics),0.0
90,2012-01-30,Centaurworld (Cartoon 2021),0.0
91,2012-01-30,Champions (Comics),0.0
92,2012-01-30,Chaotic (Cartoon),0.0
93,2012-01-30,삼국지톡 | The Chat of the Three Kingdoms (Webcomic),0.0
94,2012-01-30,Check Please! (Webcomic),0.0
95,2012-01-30,Clone High,0.0
96,2012-01-30,Code Lyoko,0.0
97,2012-01-30,Codename: Kids Next Door,7.0
98,2012-01-30,Constantine (Comic),0.0
99,2012-01-30,Constantine: The Hellblazer (Comics),0.0
100,2012-01-30,Count Duckula,0.0
101,2012-01-30,Courage the Cowardly Dog,0.0
102,2012-01-30,Craig of the Creek (Cartoon),0.0
103,2012-01-30,The Crow - All Media Types,0.0
104,2012-01-30,The Cuphead Show! (Cartoon),0.0
105,2012-01-30,Cursed Princess Club (Webcomic),0.0
106,2012-01-30,Dan Vs.,0.0
107,2012-01-30,Danger Mouse (Cartoon 1981),0.0
108,2012-01-30,Danger Mouse (Cartoon 2015),0.0
109,2012-01-30,Danny Phantom,0.0
110,2012-01-30,Daredevil (Comics),0.0
111,2012-01-30,Daria (Cartoon),0.0
112,2012-01-30,Dark Avengers (Comic),0.0
113,2012-01-30,Dark Wolverine (Comics),0.0
114,2012-01-30,Darkwing Duck (Cartoon 1991),0.0
115,2012-01-30,DC Animated Universe (Timmverse),0.0
116,2012-01-30,DC Elseworlds,0.0
117,2012-01-30,DC Extended Universe,0.0
118,2012-01-30,DC Super Hero Girls (Cartoon 2019),0.0
119,2012-01-30,DCeased (DC Comics),0.0
120,2012-01-30,DCU,5350.0
121,2012-01-30,DCU (Comics),2963.0
122,2012-01-30,Dead End: Paranormal Park (Cartoon),0.0
123,2012-01-30,Deadpool - All Media Types,0.0
124,2012-01-30,Deadpool (Comics),0.0
125,2012-01-30,Deathstroke the Terminator (Comics),0.0
126,2012-01-30,Demashitaa! Powerpuff Girls Z,0.0
127,2012-01-30,Бесобой | Demonslayer,0.0
128,2012-01-30,Detective Comics (Comics),0.0
129,2012-01-30,Deus Ex: Human Revolution,0.0
130,2012-01-30,Dexter's Laboratory,0.0
131,2012-01-30,Disenchantment (Cartoon 2018),0.0
132,2012-01-30,Disney Duck Universe,0.0
133,2012-01-30,Disney Ducks (Comics),0.0
134,2012-01-30,Disney Theatrical Animated Universe,590.0
135,2012-01-30,Doctor Strange (Comics),0.0
136,2012-01-30,Doctor Who: Scream of the Shalka,0.0
137,2012-01-30,Donkey Kong Country,0.0
138,2012-01-30,Dora the Explorer (Cartoon),0.0
139,2012-01-30,Dragon Age - All Media Types,0.0
140,2012-01-30,Dragon Age (Comics),0.0
141,2012-01-30,The Dragon Prince (Cartoon),0.0
142,2012-01-30,DreamWorks Dragons (Cartoon),0.0
143,2012-01-30,DuckTales (Cartoon 1987),0.0
144,2012-01-30,DuckTales (Cartoon 2017),0.0
145,2012-01-30,Dude That's My Ghost!,0.0
146,2012-01-30,Dungeons and Dragons (Cartoon),0.0
147,2012-01-30,Earth 2 - Ambiguous Fandom,0.0
148,2012-01-30,Earth-12041 (Marvel),0.0
149,2012-01-30,Ed Edd n Eddy,0.0
150,2012-01-30,Eddsworld - All Media Types,0.0
151,2012-01-30,El Goonish Shive,0.0
152,2012-01-30,Eleceed (Webcomic),0.0
153,2012-01-30,Elena of Avalor (Cartoon),0.0
154,2012-01-30,Elfquest,0.0
155,2012-01-30,Elsewhere University (Webcomic),0.0
156,2012-01-30,Ender's Game - All Media Types,0.0
157,2012-01-30,엔네아드 ENNEAD (Webcomic),0.0
158,2012-01-30,Epithet Erased (Cartoon),0.0
159,2012-01-30,Evil Dead - All Media Types,0.0
160,2012-01-30,Excalibur (Comic),0.0
161,2012-01-30,Экслибриум | Exlibrium (Comics),0.0
162,2012-01-30,Fables - Willingham,0.0
163,2012-01-30,Fairly OddParents,0.0
164,2012-01-30,Family Guy (Cartoon),0.0
165,2012-01-30,Fanboy & Chum Chum (Cartoon),0.0
166,2012-01-30,Fantastic Four,135.0
167,2012-01-30,Fantastic Four (Comicverse),0.0
168,2012-01-30,Fence (Comics),0.0
169,2012-01-30,Final Space (Cartoon),0.0
170,2012-01-30,The Flash - All Media Types,0.0
171,2012-01-30,The Flash (Comics),0.0
172,2012-01-30,Forever Evil (Comics),0.0
173,2012-01-30,Foster's Home For Imaginary Friends,0.0
174,2012-01-30,Fox's Peter Pan & The Pirates (Cartoon),0.0
175,2012-01-30,Fullmetal Alchemist: Brotherhood & Manga,0.0
176,2012-01-30,Futurama,0.0
177,2012-01-30,G.I. Joe - All Media Types,0.0
178,2012-01-30,G.I. Joe (Cartoon),0.0
179,2012-01-30,더 게이머 | The Gamer (Webcomic),0.0
180,2012-01-30,Garfield - All Media Types,0.0
181,2012-01-30,Gargoyles (Cartoon),0.0
182,2012-01-30,Generation X (Comic),0.0
183,2012-01-30,Generator Rex,0.0
184,2012-01-30,The Ghost and Molly McGee (Cartoon),0.0
185,2012-01-30,Ghost Rider (Comics),0.0
186,2012-01-30,Ghostbusters - All Media Types,165.0
187,2012-01-30,Ghostbusters (Comics),0.0
188,2012-01-30,Girl Genius (Webcomic),0.0
189,2012-01-30,The Glass Scientists (Webcomic),0.0
190,2012-01-30,Glitch Techs (Cartoon),0.0
191,2012-01-30,Godzilla - All Media Types,0.0
192,2012-01-30,Goof Troop (Cartoon),0.0
193,2012-01-30,Gotham Academy (Comics),0.0
194,2012-01-30,Gotham City Sirens (Comics),0.0
195,2012-01-30,Gravity Falls,0.0
196,2012-01-30,Grayson (Comics),0.0
197,2012-01-30,Green Arrow (Comics),0.0
198,2012-01-30,Green Eggs and Ham (Cartoon),0.0
199,2012-01-30,Green Hornet - All Media Types,0.0
200,2012-01-30,Green Lantern - All Media Types,0.0
201,2012-01-30,Green Lantern (Comics),0.0
202,2012-01-30,Green Lantern Corps (Comics),0.0
203,2012-01-30,Green Lantern: The Animated Series,0.0
204,2012-01-30,Grim Adventures of Billy & Mandy,0.0
205,2012-01-30,Guardians of the Galaxy (Cartoon),0.0
206,2012-01-30,Guardians of the Galaxy (Comics),0.0
207,2012-01-30,Gundam 00,0.0
208,2012-01-30,Gunnerkrigg Court,0.0
209,2012-01-30,Hanna Is Not A Boy's Name,0.0
210,2012-01-30,开心宝贝 | Happy Heroes (Cartoon),0.0
211,2012-01-30,Happy Tree Friends,0.0
212,2012-01-30,Harley Quinn (Cartoon 2019),0.0
213,2012-01-30,Harley Quinn (Comics),0.0
214,2012-01-30,Harvey Street Kids (Cartoon),0.0
215,2012-01-30,Hawkeye (Comics),0.0
216,2012-01-30,He-Man and the Masters of the Universe,0.0
217,2012-01-30,Heartstopper (Webcomic),0.0
218,2012-01-30,天官赐福 | Heaven Official's Blessing (Cartoon),0.0
219,2012-01-30,天官赐福 | Heaven Official's Blessing (Webcomic),0.0
220,2012-01-30,Hellblazer,0.0
221,2012-01-30,Hellblazer & Related Fandoms,0.0
222,2012-01-30,Hellboy - All Media Types,0.0
223,2012-01-30,Hellboy (Comics),0.0
224,2012-01-30,Hey Arnold!,0.0
225,2012-01-30,Hilda (Cartoon),0.0
226,2012-01-30,The Hobbit - All Media Types,0.0
227,2012-01-30,The Hollow (Cartoon),0.0
228,2012-01-30,Homestar Runner,0.0
229,2012-01-30,Homestuck,4194.0
230,2012-01-30,Hot Wheels: Battle Force Five (Cartoon),0.0
231,2012-01-30,How to Fight (Webcomic),0.0
232,2012-01-30,Huntik: Secrets & Seekers,0.0
233,2012-01-30,Huntress (Comics),0.0
234,2012-01-30,I Love Yoo (Webcomic),0.0
235,2012-01-30,Impulse (Comics),0.0
236,2012-01-30,The Incredible Hulk (2008),0.0
237,2012-01-30,The Incredible Hulk (Comics),0.0
238,2012-01-30,Infinity Inc. (Comics),0.0
239,2012-01-30,Infinity Train (Cartoon),0.0
240,2012-01-30,Inhumans (Comics),0.0
241,2012-01-30,Injustice: Gods Among Us,0.0
242,2012-01-30,Inside Job (Cartoon 2021),0.0
243,2012-01-30,Inspector Gadget (Cartoon 1983),0.0
244,2012-01-30,Invader Zim,0.0
245,2012-01-30,Invaders (Marvel),0.0
246,2012-01-30,Invincible (Cartoon 2021),0.0
247,2012-01-30,Invincible (Image Comics),0.0
248,2012-01-30,Iron Man (Comics),0.0
249,2012-01-30,Iron Man: Armored Adventures,0.0
250,2012-01-30,Jackie Chan Adventures,0.0
251,2012-01-30,Jem and the Holograms - All Media Types,0.0
252,2012-01-30,Jem and the Holograms (Cartoon),0.0
253,2012-01-30,Johnny the Homicidal Maniac,0.0
254,2012-01-30,Jonny Quest,0.0
255,2012-01-30,Journey into Mystery (Comics),0.0
256,2012-01-30,Journey to Star Wars: The Force Awakens,0.0
257,2012-01-30,Judge Dredd - All Media Types,0.0
258,2012-01-30,Jurassic World: Camp Cretaceous (Cartoon),0.0
259,2012-01-30,Justice League - All Media Types,202.0
260,2012-01-30,Justice League & Justice League Unlimited (Cartoons),104.0
261,2012-01-30,Justice League Dark (Comics),0.0
262,2012-01-30,Justice League International (Comics),0.0
263,2012-01-30,Justice League of America (Comics),0.0
264,2012-01-30,Justice Society of America (Comics),0.0
265,2012-01-30,Kagaku Ninja Tai Gatchaman & Related Fandoms,0.0
266,2012-01-30,刺客伍六七 | Killer Seven | Scissor Seven (Cartoon),0.0
267,2012-01-30,킬링 스토킹 | Killing Stalking (Webcomic),0.0
268,2012-01-30,Kim Possible (Cartoon),0.0
269,2012-01-30,King of the Hill (Cartoon),0.0
270,2012-01-30,全职高手 | The King's Avatar (Cartoon),0.0
271,2012-01-30,King's Maker (Webcomic),0.0
272,2012-01-30,Kipo and the Age of Wonderbeasts (Cartoon),0.0
273,2012-01-30,Lackadaisy (Webcomic),0.0
274,2012-01-30,The Land Before Time (Movies),0.0
275,2012-01-30,The Last Kids on Earth (Cartoon),0.0
276,2012-01-30,秦时明月 | The Legend of Qin (Cartoon 2007),0.0
277,2012-01-30,Legend of the Three Caballeros (Cartoon),0.0
278,2012-01-30,The Legend of Vox Machina (Cartoon),0.0
279,2012-01-30,The Legend of Zelda & Related Fandoms,0.0
280,2012-01-30,Legion of Super Heroes - All Media Types,0.0
281,2012-01-30,Legion of Super Heroes (TV),0.0
282,2012-01-30,Legion of Super-Heroes (Comics),0.0
283,2012-01-30,Lego - All Media Types,0.0
284,2012-01-30,LEGO Nexo Knights,0.0
285,2012-01-30,Let's Play (Webcomic),0.0
286,2012-01-30,时光代理人 | Link Click (Cartoon),0.0
287,2012-01-30,The Lion Guard (Cartoon),0.0
288,2012-01-30,Loki (Marvel Comics),0.0
289,2012-01-30,LoliRock (Cartoon),0.0
290,2012-01-30,Long Exposure (Webcomic),0.0
291,2012-01-30,Looney Tunes | Merrie Melodies,0.0
292,2012-01-30,Lore Olympus (Webcomic),0.0
293,2012-01-30,The Losers (Comics),0.0
294,2012-01-30,Lost in Translation (Webcomic),0.0
295,2012-01-30,The Loud House (Cartoon),0.0
296,2012-01-30,LOVE DEATH + ROBOTS (Cartoon),0.0
297,2012-01-30,Lucifer (Comic),0.0
298,2012-01-30,Lumberjanes,0.0
299,2012-01-30,Magic School Bus & Magic School Bus Rides Again (Cartoons 1994-2018),0.0
300,2012-01-30,Майор Гром | Major Grom (Comics),0.0
301,2012-01-30,Mao Mao: Heroes of Pure Heart (Cartoon),0.0
302,2012-01-30,Martian Manhunter (Comics),0.0
303,2012-01-30,Marvel,7386.0
304,2012-01-30,Marvel (Comics),1725.0
305,2012-01-30,Marvel (House of M),0.0
306,2012-01-30,Marvel 3490,0.0
307,2012-01-30,Marvel 616,575.0
308,2012-01-30,Marvel Adventures (Comics),0.0
309,2012-01-30,Marvel Adventures: Avengers,0.0
310,2012-01-30,Marvel Noir,0.0
311,2012-01-30,Marvel Secret Wars Battleworlds,0.0
312,2012-01-30,Marvel Ultimate Universe,0.0
313,2012-01-30,Marvel Ultimates,0.0
314,2012-01-30,Mass Effect - All Media Types,0.0
315,2012-01-30,Mass Effect (Comics),0.0
316,2012-01-30,Maya y los tres | Maya and the Three (Cartoon),0.0
317,2012-01-30,MC2 (Marvel),0.0
318,2012-01-30,Metal Family (Cartoon),0.0
319,2012-01-30,Metalocalypse (Cartoon),103.0
320,2012-01-30,Midnight Poppy Land (Webcomic),0.0
321,2012-01-30,Midnighter (Comics),0.0
322,2012-01-30,Mighty Ducks: The Animated Series,0.0
323,2012-01-30,Mike Lu & Og,0.0
324,2012-01-30,Milo Murphy's Law,0.0
325,2012-01-30,Miraculous Ladybug,0.0
326,2012-01-30,モブサイコ100 | Mob Psycho 100,0.0
327,2012-01-30,魔道祖师 | Módào Zǔshī (Cartoon),0.0
328,2012-01-30,魔道祖师Q | Módào Zǔshī Q (Cartoon),0.0
329,2012-01-30,Moominvalley (Cartoon 2019),0.0
330,2012-01-30,Moon Knight (Comics),0.0
331,2012-01-30,Moral Orel,0.0
332,2012-01-30,Morbius: The Living Vampire,0.0
333,2012-01-30,Motorcity (Cartoon),0.0
334,2012-01-30,Ms. Marvel (Comics),0.0
335,2012-01-30,The Mummy (Movies 1999-2008),0.0
336,2012-01-30,My Life as a Teenage Robot,0.0
337,2012-01-30,My Little Pony,0.0
338,2012-01-30,My Little Pony Generation 4: Equestria Girls (Cartoon 2013),0.0
339,2012-01-30,My Little Pony Generation 4: Friendship Is Magic (Cartoon 2010),0.0
340,2012-01-30,My Little Pony Generation 5: A New Generation (Cartoon 2021),0.0
341,2012-01-30,Namor the Sub-Mariner (Comics),0.0
342,2012-01-30,New Avengers (Comics),0.0
343,2012-01-30,New Mutants (Comics),0.0
344,2012-01-30,New Teen Titans,0.0
345,2012-01-30,New Warriors,0.0
346,2012-01-30,New X-Men: Academy X,0.0
347,2012-01-30,Next Avengers,0.0
348,2012-01-30,Nightwing (Comics),0.0
349,2012-01-30,天行九歌 | Nine Songs of the Moving Heavens (Cartoon),0.0
350,2012-01-30,Nova (Comics),0.0
351,2012-01-30,Oban Star-Racers (Cartoon),0.0
352,2012-01-30,The Octonauts (Cartoon),0.0
353,2012-01-30,OK K.O.! Let's Be Heroes,0.0
354,2012-01-30,The Old Guard (Comics),0.0
355,2012-01-30,ワンパンマン | One-Punch Man,0.0
356,2012-01-30,The Order of the Stick,0.0
357,2012-01-30,Outsiders (Comics),0.0
358,2012-01-30,Over the Garden Wall (Cartoon & Comics),0.0
359,2012-01-30,The Owl House (Cartoon),0.0
360,2012-01-30,야화첩 | Painter of the Night (Webcomic),0.0
361,2012-01-30,Paper Girls (Comics),0.0
362,2012-01-30,Paranatural (Webcomic),0.0
363,2012-01-30,ParaNorman (2012),0.0
364,2012-01-30,PAW Patrol,0.0
365,2012-01-30,Peanuts - Charles M. Schulz (Comics),0.0
366,2012-01-30,Penguins of Madagascar,0.0
367,2012-01-30,Penn Zero: Part-Time Hero,0.0
368,2012-01-30,Peppa Pig (Cartoon),0.0
369,2012-01-30,Phineas and Ferb,0.0
370,2012-01-30,Pinky and the Brain,0.0
371,2012-01-30,PKNA - Paperinik New Adventures,0.0
372,2012-01-30,Чумной Доктор | Plague Doctor (Comics),0.0
373,2012-01-30,Poison Ivy (Comics),0.0
374,2012-01-30,Power Girl (Comics),0.0
375,2012-01-30,Power Rangers (Boom! Comics),0.0
376,2012-01-30,Powerpuff Girls,0.0
377,2012-01-30,Preacher (Comics),0.0
378,2012-01-30,Problem Sleuth (Webcomic),171.0
379,2012-01-30,The Property of Hate,0.0
380,2012-01-30,짜장소녀 뿌까 | Pucca (TV),0.0
381,2012-01-30,Punisher (Comics),0.0
382,2012-01-30,Purple Hyacinth - Ephemerys & Sophism (Webcomic),0.0
383,2012-01-30,Randy Cunningham: 9th Grade Ninja,0.0
384,2012-01-30,Rapunzel's Tangled Adventure (Cartoon),0.0
385,2012-01-30,The Real Adventures of Jonny Quest,0.0
386,2012-01-30,The Real Ghostbusters,122.0
387,2012-01-30,ReBoot (Cartoon 1994),0.0
388,2012-01-30,Recess (Cartoon),0.0
389,2012-01-30,Red Hood and the Outlaws (Comics),0.0
390,2012-01-30,Red Hood: Lost Days,0.0
391,2012-01-30,Red Hood/Arsenal (Comics),0.0
392,2012-01-30,Red Robin (Comics),0.0
393,2012-01-30,A Redtail's Dream (Webcomic),0.0
394,2012-01-30,Regular Show (Cartoon),0.0
395,2012-01-30,Rick and Morty,0.0
396,2012-01-30,Rise of the Teenage Mutant Ninja Turtles (Cartoon 2018),0.0
397,2012-01-30,Robin (Comics),0.0
398,2012-01-30,Robin: Son of Batman (Comics),0.0
399,2012-01-30,Robotech,0.0
400,2012-01-30,Room of Swords (Webcomic),0.0
401,2012-01-30,Rugrats & All Grown Up! (Cartoons),0.0
402,2012-01-30,Runaways (Comics),0.0
403,2012-01-30,RWBY,0.0
404,2012-01-30,Sam & Max (Comics),0.0
405,2012-01-30,Samurai Jack (Cartoon),0.0
406,2012-01-30,The Sandman (Comics),302.0
407,2012-01-30,Satan and Me (Webcomic),0.0
408,2012-01-30,Scarlet Witch (Comic),0.0
409,2012-01-30,Les Schtroumpfs | The Smurfs,0.0
410,2012-01-30,Scooby Doo - All Media Types,0.0
411,2012-01-30,Scooby Doo Where Are You! (Cartoon),0.0
412,2012-01-30,Scooby Doo! Mystery Incorporated (Cartoon 2010),0.0
413,2012-01-30,Scott Pilgrim - All Media Types,0.0
414,2012-01-30,穿书自救指南 | Scumbag System (Cartoon),0.0
415,2012-01-30,The Secret Saturdays,0.0
416,2012-01-30,少年歌行 | Shào Nián Gē Xíng (Cartoon),0.0
417,2012-01-30,Shazam! | Captain Marvel (Comics),0.0
418,2012-01-30,She-Hulk (Comics),0.0
419,2012-01-30,She-Ra and the Princesses of Power (2018),0.0
420,2012-01-30,She-Ra: Princess Of Power (1985),0.0
421,2012-01-30,The Simpsons,0.0
422,2012-01-30,Sleepless Domain (Webcomic),0.0
423,2012-01-30,Slugterra,0.0
424,2012-01-30,Smallville,0.0
425,2012-01-30,Smiling Friends (Cartoon 2020),0.0
426,2012-01-30,Sofia the First (Cartoon),0.0
427,2012-01-30,Solar Opposites,0.0
428,2012-01-30,나 혼자만 레벨업 | Solo Leveling (Webcomic),0.0
429,2012-01-30,Son of Batman (2014),0.0
430,2012-01-30,Sonic Boom (Cartoon),0.0
431,2012-01-30,Sonic the Hedgehog - All Media Types,0.0
432,2012-01-30,Sonic the Hedgehog (Archie Comic),0.0
433,2012-01-30,Sonic the Hedgehog (Comics),0.0
434,2012-01-30,Sonic the Hedgehog (IDW Comics),0.0
435,2012-01-30,Sonic the Hedgehog: The Animated Series,0.0
436,2012-01-30,Sonic Underground,0.0
437,2012-01-30,South Park,118.0
438,2012-01-30,The Spectacular Spider-Man (Cartoon),0.0
439,2012-01-30,Spider-Gwen (Comics),0.0
440,2012-01-30,Spider-Man - All Media Types,188.0
441,2012-01-30,Spider-Man (Cartoon 2017),0.0
442,2012-01-30,Spider-Man (Comicverse),0.0
443,2012-01-30,Spider-Man (Ultimateverse),0.0
444,2012-01-30,Spider-Man the Animated Series (TV),0.0
445,2012-01-30,Spider-Man/Deadpool - Joe Kelly (Comics),0.0
446,2012-01-30,Spider-Woman (Comic),0.0
447,2012-01-30,Spirou et Fantasio,0.0
448,2012-01-30,SpongeBob SquarePants (Cartoon),0.0
449,2012-01-30,St Trinian's - All Media Types,0.0
450,2012-01-30,Stand Still Stay Silent,0.0
451,2012-01-30,Star Trek: Lower Decks (Cartoon),0.0
452,2012-01-30,Star Trek: The Animated Series,0.0
453,2012-01-30,Star vs. The Forces Of Evil,0.0
454,2012-01-30,Star Wars - All Media Types,0.0
455,2012-01-30,Star Wars (Marvel Comics),0.0
456,2012-01-30,Star Wars Legends - All Media Types,0.0
457,2012-01-30,Star Wars Legends: Force Unleashed - All Media Types,0.0
458,2012-01-30,Star Wars Legends: Jango Fett Open Seasons (Comics),0.0
459,2012-01-30,Star Wars Original Trilogy,0.0
460,2012-01-30,Star Wars Prequel Trilogy,0.0
461,2012-01-30,Star Wars: Clone Wars (2003) - All Media Types,0.0
462,2012-01-30,Star Wars: The Clone Wars (2008) - All Media Types,0.0
463,2012-01-30,Star Wars: Poe Dameron (Comics),0.0
464,2012-01-30,Star Wars: Rebellion Era - All Media Types,299.0
465,2012-01-30,Star Wars: Rebels,0.0
466,2012-01-30,Star Wars: Resistance (Cartoon),0.0
467,2012-01-30,Star Wars: The Bad Batch (Cartoon),0.0
468,2012-01-30,Star Wars: The Rise of Kylo Ren (Comics),0.0
469,2012-01-30,Starfighter - HamletMachine (Webcomic),0.0
470,2012-01-30,Starman - Ambiguous Fandom,0.0
471,2012-01-30,Stars and S.T.R.I.P.E. (Comics),0.0
472,2012-01-30,Static Shock,0.0
473,2012-01-30,Steven Universe (Cartoon),0.0
474,2012-01-30,Storm Hawks (Cartoon),0.0
475,2012-01-30,Suicide Squad (Comics),0.0
476,2012-01-30,Super Robot Monkey Team Hyperforce Go!,0.0
477,2012-01-30,Super Science Friends (Cartoon),0.0
478,2012-01-30,Super Sons (Comics),0.0
479,2012-01-30,Superboy (Comics),0.0
480,2012-01-30,Supergirl (Comics),0.0
481,2012-01-30,Superjail! (Cartoon),0.0
482,2012-01-30,Superman - All Media Types,0.0
483,2012-01-30,Superman (Comics),138.0
484,2012-01-30,Superman: The Animated Series,0.0
485,2012-01-30,Superman/Batman (Comics),0.0
486,2012-01-30,SWAT Kats: The Radical Squadron,0.0
487,2012-01-30,Tales of Arcadia (Cartoons),0.0
488,2012-01-30,Teen Titans - All Media Types,221.0
489,2012-01-30,Teen Titans (Animated Series),0.0
490,2012-01-30,Teen Titans (Comics),127.0
491,2012-01-30,Teen Titans Go!,0.0
492,2012-01-30,Teenage Mutant Ninja Turtles - All Media Types,0.0
493,2012-01-30,Teenage Mutant Ninja Turtles (Comics),0.0
494,2012-01-30,Teenage Mutant Ninja Turtles (IDW Comics),0.0
495,2012-01-30,Teenage Mutant Ninja Turtles (TV 1987),0.0
496,2012-01-30,Teenage Mutant Ninja Turtles (TV 2003),0.0
497,2012-01-30,Teenage Mutant Ninja Turtles (TV 2012),0.0
498,2012-01-30,Thor (Comics),0.0
499,2012-01-30,Thor: Tales of Asgard,0.0
500,2012-01-30,Thunderbirds Are Go (Cartoon 2015),0.0
501,2012-01-30,Thundercats (1985),0.0
502,2012-01-30,Thundercats (2011),0.0
503,2012-01-30,El Tigre: The Adventures of Manny Rivera,0.0
504,2012-01-30,Tintin - All Media Types,0.0
505,2012-01-30,Tintin (Comics),0.0
506,2012-01-30,Tiny Toon Adventures,0.0
507,2012-01-30,Titans (Comics),0.0
508,2012-01-30,Tom and Jerry (MGM/Hanna Barbera Short Films),0.0
509,2012-01-30,Tomb Raider & Related Fandoms,0.0
510,2012-01-30,Total Drama (Cartoon),0.0
511,2012-01-30,Total Drama Presents: The Ridonculous Race,0.0
512,2012-01-30,Totally Spies,0.0
513,2012-01-30,신의 탑 | Tower of God,0.0
514,2012-01-30,Transformers - All Media Types,1978.0
515,2012-01-30,Transformers (IDW 2019),0.0
516,2012-01-30,Transformers Animated (2007),0.0
